y,0,1,2,3,4
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 8293]","[4535, 4004, 4213]"
0,"[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 2156, 2417]","[3798, 3000, 3749]"
0,"[2072, 1278, 933]","[4124, 2811, 1581]","[4124, 2811, 1581]","[4124, 2811, 1581]","[4124, 2811, 1581]"
1,"[681, 132, 61]","[681, 132, 61]","[681, 132, 61]","[681, 132, 61]","[1030, 79, 183]"
0,"[903, 1329, 6663]","[8643, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[1769, 1717, 1165]","[1769, 1717, 1165]","[1769, 1717, 1165]","[1769, 1717, 1165]","[1394, 708, 374]"
0,"[5194, 3464, 479]","[5194, 3464, 479]","[3455, 1739, 1658]","[5194, 3464, 479]","[5194, 3464, 479]"
0,"[3007, 3748, 5157]","[3007, 3748, 5157]","[3007, 3748, 5157]","[2517, 2861, 4196]","[3242, 3703, 5157]"
1,"[584, 707, 525]","[584, 707, 525]","[584, 707, 525]","[584, 707, 525]","[584, 707, 525]"
0,"[1151, 496, 629]","[1151, 496, 629]","[972, 334, 208]","[1151, 496, 629]","[1552, 496, 629]"
1,"[4485, 3340, 3996]","[4485, 3340, 3996]","[4485, 3340, 3996]","[4485, 3340, 3996]","[4485, 3340, 3996]"
0,"[777, 1646, 1472]","[777, 1646, 8299]","[777, 1646, 1472]","[713, 1129, 388]","[777, 1646, 1472]"
0,"[1987, 1954, 2554]","[1987, 1954, 2554]","[1746, 1038, 1514]","[1987, 1954, 2554]","[1987, 1954, 2554]"
1,"[2366, 2446, 699]","[2366, 2446, 699]","[2366, 2446, 699]","[2366, 2446, 699]","[2366, 2446, 699]"
0,"[489, 1209, 3761]","[8358, 1209, 3761]","[489, 1209, 3761]","[489, 1209, 3761]","[458, 915, 2968]"
1,"[269, 428, 273]","[304, 593, 538]","[269, 428, 273]","[269, 428, 273]","[269, 428, 273]"
1,"[2612, 2478, 2788]","[2612, 2478, 2788]","[2612, 2478, 2788]","[2612, 2478, 2788]","[5332, 5760, 5579]"
1,"[627, 210, 329]","[627, 210, 329]","[627, 210, 329]","[627, 210, 329]","[627, 210, 329]"
0,"[633, 420, 1989]","[366, 352, 1628]","[366, 8247, 8077]","[366, 352, 1628]","[366, 352, 1628]"
0,"[499, 507, 2026]","[802, 969, 2384]","[499, 507, 2026]","[561, 603, 2323]","[802, 969, 2384]"
0,"[499, 507, 2026]","[8005, 8044, 8219]","[499, 507, 2026]","[499, 507, 2026]","[238, 151, 967]"
0,"[1260, 840, 2369]","[8022, 8935, 2369]","[1260, 840, 2369]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[1774, 4543, 6612]","[2648, 5437, 7046]","[2648, 5437, 7046]","[3198, 5437, 7046]","[3198, 5437, 7046]"
0,"[4705, 4900, 4280]","[3611, 4355, 4051]","[4705, 4900, 4280]","[4705, 4900, 4280]","[4705, 4900, 4280]"
0,"[1151, 496, 629]","[972, 334, 208]","[1151, 496, 629]","[1151, 496, 629]","[1151, 496, 629]"
0,"[3799, 2869, 3071]","[3799, 2869, 3071]","[4353, 3999, 3552]","[3799, 2869, 3071]","[3799, 2869, 3071]"
0,"[389, 1533, 6309]","[588, 2168, 6521]","[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]"
0,"[2642, 1513, 1984]","[4339, 3892, 4898]","[2642, 1513, 1984]","[2642, 1513, 1984]","[2642, 1513, 1984]"
0,"[4832, 2580, 2929]","[4832, 2580, 3115]","[4832, 8302, 8116]","[3843, 2192, 4535]","[3843, 2192, 4535]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2561, 2020, 2334]","[3115, 1098, 376]","[4535, 4004, 4213]"
0,"[3602, 2410, 4378]","[4280, 3324, 4832]","[4280, 3324, 4832]","[4280, 3324, 4832]","[4280, 3324, 4832]"
0,"[4410, 3180, 3186]","[4410, 3180, 3186]","[3816, 2072, 3144]","[4410, 3180, 3186]","[4410, 3180, 3186]"
0,"[3141, 4285, 2197]","[3141, 4285, 2197]","[2476, 4015, 1322]","[3141, 8836, 8653]","[3141, 4842, 3853]"
0,"[2592, 4279, 2183]","[2592, 4279, 2183]","[7007, 7523, 6334]","[2592, 4279, 2183]","[2592, 4279, 2183]"
0,"[269, 189, 973]","[304, 225, 1243]","[269, 189, 973]","[365, 424, 1863]","[269, 189, 973]"
0,"[320, 1450, 3603]","[320, 1450, 3603]","[1498, 1450, 3603]","[1881, 1689, 2973]","[9047, 1450, 3603]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]","[2929, 2020, 2334]"
0,"[248, 259, 333]","[248, 259, 333]","[154, 56, 110]","[1890, 2317, 8165]","[248, 259, 333]"
1,"[4801, 3353, 2247]","[4801, 3353, 2247]","[4801, 3353, 2247]","[4801, 3353, 2247]","[3401, 2029, 1360]"
0,"[1989, 2463, 4697]","[1989, 2463, 4697]","[1989, 2463, 4697]","[1153, 2153, 3379]","[1989, 2463, 4697]"
0,"[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[4845, 5203, 3052]","[3153, 4117, 1778]"
0,"[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[927, 107, 8107]","[1282, 400, 3198]"
0,"[3174, 2802, 2376]","[1769, 1717, 1165]","[1769, 1717, 1165]","[1769, 1717, 1165]","[1769, 1717, 1165]"
0,"[1548, 6268, 6598]","[3204, 7086, 7233]","[1548, 6268, 6598]","[1548, 6268, 6598]","[1548, 6268, 6598]"
1,"[568, 224, 1536]","[568, 224, 1536]","[568, 224, 1536]","[568, 224, 1536]","[958, 393, 1569]"
0,"[5880, 4498, 6117]","[4280, 3324, 4832]","[4280, 3324, 4832]","[4280, 3324, 4832]","[4280, 3324, 4832]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[1282, 400, 3198]","[927, 9047, 9047]"
0,"[1685, 4158, 3631]","[1184, 2679, 1677]","[1184, 2679, 8451]","[1184, 2679, 1677]","[1184, 2679, 1677]"
1,"[1269, 8236, 8004]","[1269, 1528, 61]","[1269, 1528, 61]","[1269, 1528, 61]","[1269, 1528, 61]"
0,"[1984, 1943, 3416]","[4898, 1943, 3416]","[1984, 1943, 3416]","[3722, 2891, 4264]","[1984, 1943, 3416]"
0,"[903, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[462, 354, 424]","[462, 354, 424]","[462, 354, 424]","[130, 38, 424]","[462, 354, 424]"
0,"[1182, 223, 1787]","[1182, 223, 1787]","[8006, 8104, 1787]","[1196, 389, 1533]","[1182, 223, 1787]"
0,"[2363, 8434, 8116]","[2363, 1374, 2733]","[2363, 1374, 2733]","[1179, 364, 1093]","[1179, 364, 1093]"
0,"[1528, 61, 36]","[1528, 61, 36]","[8633, 8062, 36]","[1831, 187, 115]","[1528, 61, 36]"
0,"[2395, 472, 1433]","[2395, 472, 1433]","[8008, 8166, 371]","[2395, 472, 1433]","[2395, 472, 1433]"
0,"[26, 307, 286]","[45, 294, 680]","[26, 307, 286]","[26, 307, 286]","[26, 307, 286]"
0,"[823, 1640, 96]","[823, 1640, 96]","[823, 1640, 96]","[3416, 4381, 2687]","[823, 1640, 96]"
1,"[1284, 2683, 320]","[1284, 2683, 320]","[1851, 3598, 1498]","[9047, 9047, 9047]","[1851, 3598, 1498]"
0,"[2642, 1513, 1984]","[2642, 1513, 1984]","[1828, 346, 899]","[2642, 1513, 1984]","[2642, 1513, 1984]"
0,"[2557, 3170, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[8842, 4470, 4305]","[2451, 4470, 4305]","[2451, 4470, 4305]","[2451, 4470, 4305]","[2451, 4470, 4305]"
0,"[3526, 4589, 5244]","[2100, 3654, 3845]","[2100, 3654, 3845]","[2100, 3654, 3845]","[2100, 3654, 3845]"
0,"[182, 322, 1548]","[182, 322, 1548]","[182, 322, 1548]","[1395, 1643, 3250]","[1395, 1643, 3250]"
0,"[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 8299]","[713, 1129, 388]"
1,"[2842, 3723, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]"
0,"[1984, 1943, 3416]","[3722, 2891, 4264]","[4898, 1943, 3416]","[1984, 1943, 3416]","[1984, 1943, 3416]"
0,"[2178, 1826, 13]","[2178, 1826, 13]","[2122, 1376, 29]","[2178, 1826, 13]","[2178, 1826, 13]"
0,"[1365, 1584, 1372]","[1367, 2299, 692]","[1365, 1584, 1372]","[1365, 1584, 1372]","[1365, 1584, 1372]"
0,"[4928, 2888, 1033]","[4702, 3602, 1348]","[4702, 3602, 1348]","[4702, 3602, 1348]","[4702, 3602, 1348]"
0,"[8643, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[385, 1151, 496]","[385, 1151, 496]","[385, 1151, 496]","[385, 1151, 496]","[409, 1552, 496]"
0,"[3424, 2103, 1107]","[1584, 1372, 819]","[1584, 1372, 819]","[1584, 1372, 819]","[1584, 1372, 819]"
0,"[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[1736, 4781, 5098]","[542, 3007, 3748]"
0,"[1571, 2265, 2153]","[1571, 2265, 2153]","[1594, 1634, 1037]","[1571, 2265, 2153]","[1571, 2265, 2153]"
0,"[1260, 840, 2369]","[3714, 2905, 2369]","[1260, 840, 2369]","[1260, 840, 2369]","[1146, 717, 2049]"
0,"[782, 3976, 4487]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]"
0,"[800, 381, 186]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
0,"[4067, 4496, 3943]","[4067, 4496, 3943]","[4067, 4496, 3943]","[3126, 3501, 3028]","[4067, 4496, 3943]"
0,"[3115, 1098, 376]","[2929, 2020, 2334]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
0,"[499, 507, 2026]","[238, 151, 967]","[2244, 2180, 3453]","[499, 507, 2026]","[499, 507, 2026]"
1,"[6254, 7521, 7397]","[6254, 7521, 7397]","[6254, 7521, 7570]","[6254, 7521, 7397]","[271, 2996, 2604]"
0,"[5652, 4074, 4288]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]"
1,"[6139, 6999, 7745]","[6139, 6999, 7745]","[6139, 6999, 7745]","[6139, 6999, 7745]","[1641, 3478, 5721]"
1,"[3987, 3209, 3830]","[3987, 3209, 3830]","[3987, 3209, 3830]","[3987, 3209, 3830]","[3987, 3209, 3830]"
1,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[8114, 400, 3198]","[1282, 400, 3198]"
0,"[1507, 462, 354]","[1507, 462, 399]","[1507, 462, 354]","[1062, 130, 38]","[1507, 462, 354]"
1,"[1503, 2019, 6724]","[1503, 2019, 6724]","[1503, 2019, 6724]","[1503, 2019, 6724]","[617, 550, 5926]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[659, 1055, 1908]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[2274, 1361, 276]","[2274, 1361, 276]","[4476, 3783, 3027]","[2274, 1361, 276]","[2274, 1361, 276]"
0,"[707, 525, 4067]","[707, 525, 4067]","[708, 607, 4288]","[707, 525, 4067]","[707, 525, 4067]"
0,"[840, 2369, 2410]","[840, 2369, 2410]","[840, 2369, 2410]","[840, 2547, 2367]","[4080, 4021, 3468]"
0,"[5767, 9047, 9047]","[5767, 9047, 9047]","[6171, 9047, 9047]","[5767, 9047, 9047]","[5767, 9047, 9047]"
0,"[1837, 2433, 2247]","[1837, 2433, 2247]","[1837, 2433, 2247]","[9047, 9047, 9047]","[1837, 2433, 2247]"
1,"[1591, 2729, 2274]","[1591, 2729, 2274]","[1591, 2729, 2274]","[1591, 2729, 2274]","[545, 1686, 1416]"
1,"[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]"
0,"[3, 217, 1588]","[3, 217, 1588]","[3, 217, 1588]","[58, 777, 2088]","[3, 217, 1588]"
0,"[2860, 2970, 935]","[3340, 3996, 1159]","[3340, 3996, 1159]","[3340, 3996, 1159]","[3340, 3996, 1159]"
0,"[4832, 2580, 2929]","[4832, 2580, 5357]","[3843, 2192, 2561]","[4832, 2580, 2929]","[4832, 2580, 2929]"
0,"[1808, 1834, 5585]","[1808, 1834, 5585]","[817, 666, 5189]","[1808, 1834, 5585]","[1808, 1834, 5585]"
0,"[1575, 1474, 375]","[1575, 1474, 375]","[1575, 1474, 375]","[4442, 3619, 2425]","[1575, 1474, 375]"
1,"[5753, 2750, 3100]","[5753, 2750, 3100]","[5753, 2750, 3100]","[5753, 2750, 3100]","[5356, 3222, 3300]"
0,"[182, 322, 1548]","[182, 322, 1548]","[182, 322, 1548]","[1395, 1643, 3250]","[182, 322, 1548]"
1,"[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]"
0,"[32, 60, 0]","[32, 60, 0]","[32, 60, 0]","[1353, 1215, 262]","[32, 60, 0]"
0,"[2642, 1513, 1984]","[2642, 1513, 1984]","[2642, 1513, 1984]","[4339, 3892, 4898]","[2642, 1513, 1984]"
1,"[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 8236, 8056]"
0,"[4117, 1778, 1593]","[5049, 2683, 2337]","[5049, 2683, 2337]","[4117, 1778, 1593]","[4117, 1778, 1593]"
0,"[72, 1533, 6309]","[588, 2168, 6521]","[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]"
0,"[3575, 3714, 2905]","[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1146, 717]"
0,"[2799, 4362, 2184]","[2799, 4362, 2184]","[2799, 4362, 2184]","[4076, 4871, 4079]","[2799, 4362, 2184]"
1,"[494, 539, 1686]","[494, 539, 1686]","[494, 539, 1686]","[494, 539, 1686]","[946, 1162, 2247]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[1260, 840, 2547]","[1260, 840, 2369]","[1146, 717, 2049]"
0,"[2414, 3443, 4079]","[502, 1852, 3064]","[502, 1852, 3064]","[502, 1852, 3064]","[502, 1852, 3064]"
1,"[1189, 1905, 1902]","[1189, 1905, 1902]","[1189, 1905, 1902]","[1189, 1905, 1902]","[1093, 1595, 1693]"
1,"[312, 903, 1329]","[312, 903, 1329]","[312, 903, 1329]","[312, 903, 1329]","[312, 1253, 1951]"
0,"[8477, 8467, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]"
0,"[8022, 8467, 6663]","[8477, 8467, 6663]","[903, 1329, 6663]","[2727, 3487, 6876]","[2727, 3487, 6876]"
0,"[903, 1329, 6663]","[903, 1329, 6663]","[1437, 2153, 6876]","[2727, 3487, 6876]","[1437, 2153, 6876]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[1260, 840, 2369]","[8120, 8935, 2369]","[1640, 1055, 1908]"
0,"[1584, 1372, 819]","[690, 191, 213]","[690, 191, 213]","[1584, 1372, 819]","[1584, 1372, 819]"
0,"[633, 3011, 2808]","[366, 2570, 2799]","[366, 2570, 2799]","[366, 2570, 2799]","[366, 2570, 2799]"
1,"[426, 4485, 3340]","[426, 4485, 3340]","[426, 4485, 3340]","[426, 4485, 3340]","[426, 4485, 3340]"
0,"[3371, 4206, 4441]","[3371, 4206, 4441]","[4531, 4582, 5392]","[3371, 4206, 4441]","[3371, 4206, 4441]"
0,"[840, 2369, 2410]","[935, 1967, 2081]","[1366, 4021, 3468]","[8519, 8663, 2410]","[717, 2049, 2410]"
1,"[1284, 2683, 320]","[1284, 2683, 320]","[1284, 2683, 320]","[1284, 2683, 320]","[9047, 9047, 9047]"
1,"[1236, 1504, 55]","[1236, 1504, 55]","[1236, 1504, 55]","[1236, 1504, 55]","[1236, 1504, 55]"
1,"[499, 507, 2026]","[499, 507, 2026]","[499, 507, 2026]","[802, 969, 2384]","[499, 507, 2026]"
0,"[1738, 1342, 2999]","[2369, 2410, 4051]","[2369, 2410, 4051]","[2369, 2410, 4051]","[4021, 3468, 4051]"
0,"[4454, 4892, 225]","[9047, 9047, 9047]","[4454, 4892, 225]","[4454, 4892, 225]","[4454, 4892, 225]"
0,"[9047, 2020, 2334]","[2929, 2020, 2334]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
1,"[2334, 552, 602]","[2334, 552, 602]","[376, 552, 602]","[376, 552, 602]","[5726, 5635, 5810]"
0,"[777, 1646, 1472]","[2199, 2841, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[713, 1129, 388]"
0,"[82, 71, 457]","[1008, 738, 2156]","[82, 71, 457]","[1008, 738, 2156]","[82, 71, 457]"
1,"[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]"
0,"[3153, 5049, 2683]","[3153, 5049, 2683]","[3153, 5049, 2683]","[4845, 5203, 3052]","[3153, 4117, 1778]"
0,"[1851, 3598, 1498]","[9047, 8915, 8291]","[1851, 3598, 1498]","[1851, 3598, 1498]","[1851, 3598, 1498]"
0,"[593, 1852, 3064]","[593, 1852, 3064]","[593, 1852, 9047]","[831, 1558, 2258]","[593, 1852, 3064]"
0,"[496, 629, 1684]","[496, 629, 1684]","[8008, 8256, 1684]","[2684, 3866, 4736]","[496, 629, 1684]"
0,"[3909, 4801, 3353]","[3909, 4801, 3353]","[2524, 3075, 1677]","[3909, 4801, 3353]","[3909, 4801, 3353]"
1,"[5456, 4867, 2152]","[5456, 4867, 2152]","[5456, 4867, 2152]","[5456, 4867, 2152]","[7140, 7027, 4757]"
0,"[3867, 3090, 4271]","[3809, 4067, 4496]","[3809, 4067, 4496]","[3809, 4067, 4496]","[3809, 4067, 4496]"
1,"[404, 542, 3007]","[404, 542, 3007]","[8068, 542, 3007]","[404, 542, 3007]","[720, 499, 3739]"
0,"[217, 1588, 5464]","[217, 1588, 5464]","[116, 776, 5214]","[217, 1588, 5464]","[217, 1588, 5464]"
0,"[2736, 1807, 389]","[2736, 1807, 389]","[2736, 1807, 389]","[1577, 833, 72]","[2736, 1807, 389]"
1,"[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5652, 4074, 4288]"
1,"[1618, 1255, 1231]","[8552, 8205, 1231]","[1618, 1255, 1231]","[1618, 1255, 1231]","[496, 255, 392]"
0,"[1182, 223, 1787]","[1182, 223, 1787]","[1182, 223, 1787]","[1196, 389, 1533]","[1196, 389, 1533]"
0,"[970, 752, 2851]","[970, 752, 2851]","[248, 243, 2105]","[970, 752, 2851]","[970, 752, 2851]"
0,"[903, 1329, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[1038, 2098, 6876]","[1437, 2153, 6876]"
0,"[3366, 2197, 712]","[3366, 2197, 712]","[3366, 2197, 712]","[3631, 1814, 958]","[3366, 2197, 712]"
1,"[269, 428, 273]","[1156, 1218, 839]","[269, 428, 273]","[269, 428, 273]","[269, 428, 273]"
0,"[4389, 2503, 1889]","[4029, 2430, 2631]","[4389, 2503, 1889]","[4389, 2503, 1889]","[4389, 2503, 1889]"
0,"[217, 1588, 5464]","[217, 1588, 5464]","[217, 1588, 5464]","[116, 776, 5214]","[116, 776, 5214]"
0,"[1078, 312, 903]","[1078, 312, 903]","[911, 308, 1056]","[1078, 312, 903]","[1078, 312, 903]"
0,"[3447, 3555, 447]","[3447, 3555, 447]","[5440, 5286, 2190]","[3447, 3555, 447]","[3447, 3555, 447]"
0,"[269, 428, 273]","[269, 428, 273]","[269, 428, 273]","[269, 428, 273]","[1156, 1218, 839]"
0,"[270, 20, 304]","[528, 78, 345]","[270, 20, 304]","[270, 20, 304]","[270, 20, 304]"
1,"[840, 2369, 2410]","[840, 2369, 2410]","[840, 2369, 2410]","[4080, 4021, 3468]","[2905, 2369, 2410]"
0,"[3402, 2052, 348]","[3402, 2052, 348]","[3402, 2052, 348]","[3402, 2052, 348]","[3704, 1784, 8289]"
0,"[2178, 1826, 13]","[2178, 1826, 13]","[2178, 1826, 13]","[3677, 3331, 167]","[2178, 1826, 13]"
0,"[2842, 3723, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]","[4643, 4894, 4611]","[2842, 3723, 1475]"
0,"[1649, 2274, 3388]","[1649, 2274, 3388]","[1621, 1652, 2166]","[1649, 2274, 3388]","[1649, 2274, 3388]"
1,"[1472, 1184, 2679]","[1472, 1184, 2679]","[1472, 1184, 2679]","[1472, 1184, 2679]","[323, 953, 3061]"
0,"[4832, 2580, 2929]","[4832, 2580, 5357]","[4832, 2580, 5357]","[4832, 2580, 5357]","[3843, 2192, 4535]"
0,"[3987, 3209, 3830]","[3987, 3209, 3830]","[3162, 2325, 2997]","[3987, 3209, 3830]","[3987, 3209, 3830]"
1,"[4415, 2582, 904]","[4415, 2582, 904]","[4415, 2582, 904]","[4415, 2582, 904]","[7211, 6947, 5746]"
1,"[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]"
0,"[1736, 4781, 5098]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]"
0,"[1902, 6641, 5194]","[1902, 6641, 5194]","[2517, 3784, 3455]","[1902, 6641, 5194]","[1902, 6641, 5194]"
0,"[3193, 3332, 3286]","[1246, 1980, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]"
0,"[116, 776, 5214]","[217, 1588, 5464]","[217, 8332, 8007]","[217, 1588, 5464]","[217, 1588, 5464]"
0,"[1682, 3044, 4501]","[1682, 3044, 4501]","[1682, 3044, 4501]","[3358, 4152, 5149]","[1682, 3044, 4501]"
0,"[7397, 4087, 1068]","[7397, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 9047]","[5954, 1149, 9047]"
0,"[3962, 1575, 1474]","[3962, 1575, 1474]","[3962, 1575, 1474]","[4658, 2077, 2250]","[3962, 1575, 1474]"
0,"[681, 132, 61]","[8294, 363, 324]","[681, 132, 61]","[681, 132, 61]","[681, 132, 61]"
1,"[609, 184, 307]","[609, 184, 307]","[609, 184, 307]","[609, 184, 307]","[609, 184, 307]"
0,"[6183, 693, 32]","[6183, 8189, 8077]","[6183, 693, 32]","[6614, 1278, 483]","[6183, 693, 32]"
1,"[2592, 4279, 2183]","[2592, 4279, 2183]","[2592, 4279, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[4832, 2580, 2929]","[4832, 2580, 5357]","[4832, 2580, 2929]","[4832, 2580, 5357]","[3843, 2192, 4535]"
0,"[3257, 7606, 7692]","[1797, 6699, 7015]","[4471, 7709, 7814]","[4471, 7709, 7814]","[4471, 7709, 7814]"
0,"[8435, 1035, 4755]","[2402, 1035, 4755]","[2402, 1035, 4755]","[2402, 1035, 4755]","[1291, 360, 3744]"
0,"[2334, 552, 602]","[376, 552, 602]","[2389, 1177, 1636]","[376, 552, 602]","[376, 552, 602]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]"
0,"[38, 2360, 4321]","[38, 2360, 4321]","[196, 3128, 5106]","[38, 2360, 4321]","[38, 2360, 4321]"
1,"[2274, 3388, 3863]","[2274, 3388, 3863]","[2274, 3388, 3863]","[2274, 3388, 3863]","[4476, 4700, 5023]"
0,"[627, 182, 322]","[984, 330, 491]","[627, 182, 322]","[627, 182, 322]","[627, 182, 322]"
0,"[3035, 187, 2257]","[3035, 187, 2257]","[3035, 187, 2257]","[1794, 16, 1446]","[3035, 187, 2257]"
1,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 8457]","[1282, 400, 3198]","[927, 107, 2648]"
0,"[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[774, 125, 8606]"
0,"[2265, 2153, 1965]","[1596, 1329, 1367]","[2265, 2153, 1965]","[2265, 2153, 1965]","[2265, 2153, 1965]"
0,"[2544, 1197, 242]","[4415, 2582, 904]","[4415, 2582, 904]","[4415, 2582, 904]","[4415, 2582, 904]"
0,"[2842, 3723, 3275]","[1800, 3107, 2039]","[8421, 8429, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]"
0,"[7521, 7397, 4087]","[7521, 7397, 4087]","[6287, 6619, 1759]","[6287, 6619, 1759]","[7521, 7397, 4087]"
1,"[52, 430, 2108]","[52, 430, 2108]","[52, 430, 2108]","[52, 430, 2108]","[52, 430, 2108]"
0,"[1600, 703, 2109]","[1600, 703, 2109]","[1600, 703, 2109]","[2487, 1900, 3129]","[1600, 703, 2109]"
1,"[8887, 4900, 4280]","[8887, 4900, 4280]","[8887, 4900, 4280]","[4705, 4900, 4280]","[4705, 4900, 4280]"
0,"[5157, 3064, 2462]","[5157, 3064, 2462]","[5157, 3064, 2462]","[4803, 1724, 2295]","[4196, 3064, 2462]"
1,"[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5652, 9047, 9047]","[5652, 9047, 9047]"
0,"[927, 107, 2648]","[1282, 400, 3198]","[1282, 400, 3198]","[1282, 8462, 8791]","[1282, 400, 3198]"
1,"[1538, 677, 1904]","[1538, 677, 1904]","[1538, 677, 1904]","[1538, 677, 1904]","[846, 371, 1630]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2561, 2020, 2334]","[4535, 4004, 4213]","[4535, 4004, 4213]"
1,"[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[429, 414, 400]"
0,"[1638, 2226, 677]","[1638, 2226, 677]","[1638, 2226, 677]","[3989, 4553, 3102]","[1638, 2226, 677]"
0,"[1139, 8074, 8565]","[8447, 8303, 8565]","[1139, 385, 1151]","[9047, 9047, 1552]","[1248, 409, 1552]"
0,"[2369, 2410, 4051]","[2369, 2410, 4051]","[1080, 1021, 3018]","[2369, 2410, 4051]","[2049, 2410, 4051]"
0,"[5114, 3809, 4067]","[5652, 8417, 8009]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]"
1,"[1984, 1943, 3416]","[1984, 1943, 3416]","[4898, 1943, 3416]","[1984, 1943, 3416]","[1984, 1943, 3416]"
0,"[4189, 3744, 1638]","[4189, 3744, 1638]","[4189, 3744, 1638]","[4354, 2816, 1700]","[4189, 3744, 1638]"
0,"[1851, 3598, 1498]","[1284, 2683, 320]","[1284, 2683, 320]","[1851, 3598, 1498]","[1851, 3598, 1498]"
0,"[325, 8059, 8001]","[325, 248, 259]","[325, 248, 259]","[2830, 1890, 2317]","[325, 248, 259]"
1,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[927, 107, 2648]","[1282, 400, 3198]"
0,"[7026, 3540, 3941]","[7026, 3540, 3941]","[7026, 3540, 3941]","[7420, 5192, 5154]","[7420, 5192, 5154]"
0,"[1640, 96, 2494]","[1640, 96, 2494]","[544, 96, 2494]","[1640, 96, 2494]","[774, 125, 2573]"
0,"[5114, 3809, 8559]","[5652, 9047, 9047]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5652, 9047, 9047]"
